slug,file,status_bucket,title,date,author,category,featured,image,image_file_exists,resolved_hero,header_class,vs_hero,vs_generationMode,vs_reviewStatus,vs_prompt,vs_infographic,word_count,body_image_count,body_svg_count,internal_link_count,has_cta,agent_author_meta,last_reviewed,description
ultimate-capcut-workflow-2026,ultimate-capcut-workflow-2026.mdx,published_tree,The Ultimate CapCut Workflow in 2026: The AI Editing Setup for Short-Form and Faceless Channels,2026-06-06,FrankX,Intelligence Dispatches,false,/images/blog/generated/ultimate-capcut-workflow-2026-premium-hero.png,True,/images/blog/generated/ultimate-capcut-workflow-2026-premium-hero.png,premium_raster,,,,,,1998,0,0,3,False,,,"The verified CapCut workflow for June 2026 — AI captions, auto-reframe, script-to-video, voiceover, and templates — plus the fast faceless pipeline, batch repurposing, and a plan table with honest pri"
ultimate-descript-workflow-2026,ultimate-descript-workflow-2026.mdx,published_tree,The Ultimate Descript Workflow in 2026: Edit Video and Audio by Editing Text,2026-06-07,FrankX,Intelligence Dispatches,false,/images/blog/ultimate-descript-workflow-2026-hero.png,False,,missing,,,,,,2216,0,0,4,False,,,"The complete Descript workflow for 2026 — text-based editing, voice cloning, Studio Sound, one-click filler removal, and the repurposing pipeline that turns one recording into a week of content."
ultimate-elevenlabs-workflow-2026,ultimate-elevenlabs-workflow-2026.mdx,published_tree,"The Ultimate ElevenLabs Workflow in 2026: Voice Cloning, Agents, and the Setup That Wins",2026-06-06,FrankX,Intelligence Dispatches,false,/images/blog/ultimate-elevenlabs-workflow-2026-hero.png,False,,missing,,,,,,2287,0,0,7,False,,,"The complete ElevenLabs workflow for 2026 — Eleven v3, instant vs professional voice cloning, the API, conversational agents, and dubbing. Real setups for podcasters, course creators, app builders, an"
ultimate-gamma-workflow-2026,ultimate-gamma-workflow-2026.mdx,published_tree,The Ultimate Gamma Workflow in 2026: From Prompt to Investor-Ready Deck,2026-06-06,FrankX,Intelligence Dispatches,false,/images/blog/ultimate-gamma-workflow-2026-hero.png,False,,missing,,,,,,2228,0,0,4,False,,,"A results-first workflow for Gamma in 2026 — prompt-to-pitch-deck, doc-to-deck, edit-by-chat refinement, and brand-locked templates, plus the real ROI vs. hiring a designer."
ultimate-guide-ai-coding-agents-2026,ultimate-guide-ai-coding-agents-2026.mdx,published_tree,"The Ultimate Guide to AI Coding Agents in 2026: Claude Code, OpenCode, Cline, and Beyond",2026-01-16,Frank,Creator Systems,true,/images/blog/ultimate-guide-ai-coding-agents-2026.png,True,/images/blog/ultimate-guide-ai-coding-agents-2026.png,raster_other,/images/blog/generated/ultimate-guide-ai-coding-agents-2026-premium-hero.png,built-in-image-gen,accepted-premium-bitmap,"Built-in image_gen premium FrankX hero: AI coding agent command center with branching workflow modules, code/debug/review/deploy symbols as abstract icons only, dark glass console, emerald/cyan signal paths, restrained amber highlights, no readable text, no logos, no people, no robots, no watermark.",/images/blog/visual-system/infographics/ultimate-guide-ai-coding-agents-2026-map.svg,1487,0,0,8,False,,,"Master AI-powered development with the complete guide to coding agents. Learn to set up Claude Code, OpenCode, Cline, Roo Code, and build your evolution from basic prompts to multi-agent orchestration"
ultimate-heygen-workflow-2026,ultimate-heygen-workflow-2026.mdx,published_tree,"The Ultimate HeyGen Workflow in 2026: Avatars, Cloning, and the Faceless Video Setup",2026-06-07,FrankX,Intelligence Dispatches,false,/images/blog/generated/ultimate-heygen-workflow-2026-premium-hero.png,True,/images/blog/generated/ultimate-heygen-workflow-2026-premium-hero.png,premium_raster,,,,,,2342,0,0,6,False,,,"The complete 2026 HeyGen workflow — clone yourself from a 15-second selfie with Avatar V, localize into 175+ languages, automate sales video at scale via the API, and run a faceless channel. Setup, RO"
ultimate-higgsfield-workflow-2026,ultimate-higgsfield-workflow-2026.mdx,published_tree,"The Ultimate Higgsfield Workflow in 2026: Soul ID, Cinematic Video, and the Claude Code MCP Setup",2026-06-06,FrankX,Intelligence Dispatches,false,/images/blog/generated/ultimate-higgsfield-workflow-2026-premium-hero.png,True,/images/blog/generated/ultimate-higgsfield-workflow-2026-premium-hero.png,premium_raster,,,,,,2579,0,0,6,False,,,"How I run Higgsfield in 2026: one subscription for 30+ video models, Soul ID for character-consistent series, and the MCP that lets Claude Code generate video directly. The full workflow, the ROI math"
ultimate-n8n-workflow-2026,ultimate-n8n-workflow-2026.mdx,published_tree,"The Ultimate n8n Workflow in 2026: AI Agents, MCP, and the Automation Backend That Wins",2026-06-07,FrankX,Intelligence Dispatches,false,/images/blog/generated/ultimate-n8n-workflow-2026-premium-hero.png,True,/images/blog/generated/ultimate-n8n-workflow-2026-premium-hero.png,premium_raster,,,,,,2652,0,0,5,False,,,"The complete 2026 guide to building production n8n workflows: self-host vs cloud, the AI Agent node, MCP Server Trigger and Client Tool, content repurposing, RAG, and wiring n8n as the action backend "
ultimate-opus-clip-workflow-2026,ultimate-opus-clip-workflow-2026.mdx,published_tree,The Ultimate Opus Clip Workflow in 2026: Long Video to Viral Shorts on Autopilot,2026-06-07,FrankX,Intelligence Dispatches,false,/images/blog/ultimate-opus-clip-workflow-2026-hero.png,False,,missing,,,,,,2412,0,0,8,False,,,"A results-first Opus Clip workflow for 2026: turn one podcast or long video into 10 scored shorts, run the virality-score curation loop, and batch-schedule to TikTok, Reels, and Shorts. Verified featu"
ultimate-perplexity-workflow-2026,ultimate-perplexity-workflow-2026.mdx,published_tree,"The Ultimate Perplexity Workflow in 2026: Deep Research Setup, Comet, and How to Actually Use It",2026-06-06,FrankX,Intelligence Dispatches,false,/images/blog/generated/ultimate-perplexity-workflow-2026-premium-hero.png,True,/images/blog/generated/ultimate-perplexity-workflow-2026-premium-hero.png,premium_raster,,,,,,2600,0,0,4,False,,,"The full Perplexity setup that wins in 2026 — Pro vs free, model routing, Spaces, the free Comet browser, and Deep Research. The discover→ground→reason workflow, citation discipline, and who it's actu"
using-elevenlabs-for-faceless-youtube-channels-and-higgsfield-for-b-roll,using-elevenlabs-for-faceless-youtube-channels-and-higgsfield-for-b-roll.mdx,published_tree,The Ultimate Guide: Using ElevenLabs for Faceless YouTube Channels and Higgsfield for B-Roll,2026-06-23,Frank Riemer,Creator Systems,,,False,,missing,,,,,,185,0,0,0,False,,,How to combine modern AI voice models with responsive video tools for high-retention faceless production.
vercel-ai-sdk-first-agent-stack,vercel-ai-sdk-first-agent-stack.mdx,published_tree,Why Vercel AI SDK is the right first-agent stack in 2026,2026-04-24,Frank,AI Architecture,true,/images/blog/vercel-ai-sdk-first-agent-hero.png,True,/images/blog/vercel-ai-sdk-first-agent-hero.png,raster_other,/images/blog/generated/vercel-ai-sdk-first-agent-stack-premium-hero.png,built-in-image-gen,accepted,"Built-in image_gen premium FrankX hero: Why Vercel AI SDK is the right first-agent stack in 2026. Strong agent stack cockpit; minor UI-like details kept abstract enough for hero use. Dark-first obsidian cinematic technical editorial; emerald/cyan spectrum with restrained amber; no readable text, no letters, no logos, no people, no robots, no watermark, no generic AI brain, no stock-photo laptop composition. Second-pass art direction selected: Second-pass replacement: simplified from dashboard collage into restrained product-architecture deployment runway.",,2118,0,0,10,True,,,"A straight comparison of Vercel AI SDK, Claude Agent SDK, OpenAI Agents SDK, Google ADK, and no-code options. The central path for your first agent — and why it isn't a Vercel ad."
vercel-claude-code-nextjs-deploy-one-session,vercel-claude-code-nextjs-deploy-one-session.mdx,published_tree,Vercel + Claude Code: Ship a Next.js Site in One Session,2026-03-21,FrankX,Creator Systems,false,/images/blog/claude-code-mcp.png,True,/images/blog/claude-code-mcp.png,raster_other,,,,,,2367,0,0,4,False,,,"The deployment pipeline I use daily — Claude Code builds, Vercel deploys, MCP monitors. From code to production in minutes."
vibe-os-creative-soul,vibe-os-creative-soul.mdx,published_tree,Vibe OS: Engineering Neuro-State with the RPM Model,2025-01-08,Frank,Vibe OS,,/images/blog/vibe-os-creative-soul-hero.png,True,/images/blog/vibe-os-creative-soul-hero.png,raster_other,,,,,,604,0,0,4,False,,,Stop treating AI audio like a slot machine. Use the RPM Model to engineer the biological state of your users. Here is specific code for your prompt strategy.
vibe-os-platform-introduction,vibe-os-platform-introduction.mdx,published_tree,Vibe OS: Multi-LLM Agent Ecosystem for Music Creation and AI Orchestration,2026-02-17,Frank,AI & Systems,,/images/vibe-os/vibe-os-ecosystem-overview.png,True,/images/vibe-os/vibe-os-ecosystem-overview.png,raster_other,,,,,,1653,3,0,6,False,,,"An integrated platform combining AI music production, multi-LLM orchestration, and intelligent agent coordination. Built on Claude, GPT, Gemini, Grok, and Llama."
visual-intelligence-system-ai-image-management,visual-intelligence-system-ai-image-management.mdx,published_tree,How I Built a Visual Intelligence System After Losing Track of 408 Images,2026-03-21,Frank Riemer,Creator Systems,,/images/blog/visual-intelligence-system-ai-image-management-hero.webp,True,/images/blog/visual-intelligence-system-ai-image-management-hero.webp,raster_other,,,,,,1494,0,0,7,False,,,"I discovered 82% of my site's images were orphaned, flagship posts used placeholder SVGs, and 3 blog posts showed the same hero twice. Here's the system I built to fix it — and how you can use it too."
voice-ai-agents-2026-elevenlabs-hume-audio,voice-ai-agents-2026-elevenlabs-hume-audio.mdx,published_tree,Voice AI Agents in 2026: Build Audio-First Experiences,2026-03-21,FrankX,Intelligence Dispatches,false,/images/blog/voice-ai-agents-2026-hero.webp,True,/images/blog/voice-ai-agents-2026-hero.webp,raster_other,,,,,,2753,0,0,9,False,,,"ElevenLabs, Hume, and the tools turning text into natural speech — for podcasts, products, and AI assistants that talk."
what-is-a-gencreator,what-is-a-gencreator.mdx,published_tree,What Is a GenCreator? The New Breed of AI-Native Creator,2026-03-10,FrankX,Creator Systems,true,/images/blog/what-is-a-gencreator-hero.webp,True,/images/blog/what-is-a-gencreator-hero.webp,raster_other,/images/blog/generated/what-is-a-gencreator-premium-hero.png,built-in-image-gen,accepted,"Built-in image_gen premium FrankX hero. Dark-first cinematic editorial; one spectrum per post; no readable text, no random letters, no logos, no brand marks, no people, no stock laptops, no robots, no AI brain, no watermark, no purple/pink gradient. Accepted: generative media forge with a clear play/production motif; no fake text risk.",,976,0,0,9,False,,,"GenCreators use AI as a creative force multiplier. 12 principles, soul.md, daily shipping — the complete framework for the AI-native creator."
what-is-agentic-ai,what-is-agentic-ai.mdx,published_tree,What is Agentic AI? The Shift From Tools to Collaborators,2025-02-15,Frank,AI Architecture,,/images/blog/what-is-agentic-ai-hero.png,True,/images/blog/what-is-agentic-ai-hero.png,raster_other,,,,,,1033,0,0,7,False,,,"Agentic AI doesn't wait for prompts—it acts. After building production agent systems in enterprise environments, here's what actually matters about autonomous AI."
why-everyone-needs-personal-ai-coe,why-everyone-needs-personal-ai-coe.mdx,published_tree,Why Everyone Needs Their Own AI Center of Excellence,2026-03-21,FrankX,Intelligence Dispatches,true,/images/blog/why-everyone-needs-personal-ai-coe-hero.webp,True,/images/blog/why-everyone-needs-personal-ai-coe-hero.webp,raster_other,/images/blog/generated/why-everyone-needs-personal-ai-coe-premium-hero.png,built-in-image-gen,accepted,"Built-in image_gen premium FrankX hero. Dark-first cinematic editorial; one spectrum per post; no readable text, no random letters, no logos, no brand marks, no people, no stock laptops, no robots, no AI brain, no watermark, no purple/pink gradient. Accepted: personal governance and workflow vault reads clearly and feels senior.",,1574,0,0,5,False,,,"The same frameworks enterprises pay millions to build — strategy, governance, talent, technology — translate directly to personal AI adoption. Here is how to build yours in 4 weeks."
