slug,title,date,publish_status,author,category,featured,agent_hint,last_git_author,last_git_date,last_git_subject,hero_path_final,header_class,image_file_exists,vs_hero,vs_infographic,prompt_used,visual_review_status,content_review_status,word_count,images_in_article,body_svg_count,internal_link_count,seo_completeness_6,priority_score,action_needed,description,file
mcp-doctor-claude-code-server-optimization,I Had 18 Broken MCP Servers — So I Built a Doctor,2026-02-08,published_tree,Frank,Creator Systems,true,frank-or-human,Frank,2026-06-26 13:39:11 +0200,"feat(arena-hub): elevate Model Arena 3D WebGL, Task Routing Playground, and LLM Hub",/images/blog/generated/mcp-doctor-claude-code-server-optimization-premium-hero.png,raster_other,True,/images/blog/generated/mcp-doctor-claude-code-server-optimization-premium-hero.png,,"Built-in image_gen premium FrankX hero: I Had 18 Broken MCP Servers — So I Built a Doctor. Diagnostic optimization bay; visually distinct from the architecture pieces. Dark-first obsidian cinematic technical editorial; emerald/cyan spectrum with restrained amber; no readable text, no letters, no logos, no people, no robots, no watermark, no generic AI brain, no stock-photo laptop composition. Second-pass art direction selected: Second-pass replacement: focused the diagnostic concept into a single server cartridge calibration cradle.",accepted,not_recorded,1292,0,0,0,4,5,audit_content_accuracy,"How a messy Claude Code MCP configuration led to building mcp-doctor, a free open-source tool that diagnoses, optimizes, and manages your MCP server setup.",mcp-doctor-claude-code-server-optimization.mdx
mcp-ecosystem-2026-clawhub-smithery-guide,"MCP Server Guide 2026: ClawHub, Smithery, and What to Install",2026-03-21,published_tree,FrankX,Intelligence Dispatches,true,frank-or-human,Frank,2026-06-26 13:39:11 +0200,"feat(arena-hub): elevate Model Arena 3D WebGL, Task Routing Playground, and LLM Hub",/images/blog/editorial/headers/mcp-ecosystem-2026-clawhub-smithery-guide-hero.webp,raster_other,True,/images/blog/generated/mcp-ecosystem-2026-clawhub-smithery-guide-premium-hero.png,,"Built-in image_gen premium FrankX hero: MCP Server Guide 2026: ClawHub, Smithery, and What to Install. Premium ecosystem observatory; no real logos or marketplace marks. Dark-first obsidian cinematic technical editorial; emerald/cyan spectrum with restrained amber; no readable text, no letters, no logos, no people, no robots, no watermark, no generic AI brain, no stock-photo laptop composition.",accepted,not_recorded,1954,0,0,5,5,5,audit_content_accuracy,"MCP servers, registries, and the protocol connecting AI assistants to databases, APIs, browsers, and developer tools. Includes my 21-server production stack.",mcp-ecosystem-2026-clawhub-smithery-guide.mdx
mcp-server-architecture-workshop,Build Your First MCP Server: The Model Context Protocol Workshop,2026-01-16,published_tree,Frank,Creator Systems,true,frank-or-human,Frank,2026-06-26 13:39:11 +0200,"feat(arena-hub): elevate Model Arena 3D WebGL, Task Routing Playground, and LLM Hub",/images/blog/mcp-server-architecture-workshop.png,raster_other,True,/images/blog/generated/mcp-server-architecture-workshop-premium-hero.png,,"Built-in image_gen premium FrankX hero: Build Your First MCP Server: The Model Context Protocol Workshop. Flagship MCP architecture lab; premium and clear. Dark-first obsidian cinematic technical editorial; emerald/cyan spectrum with restrained amber; no readable text, no letters, no logos, no people, no robots, no watermark, no generic AI brain, no stock-photo laptop composition.",accepted,not_recorded,350,0,0,4,5,5,audit_content_accuracy,"Learn to build production-grade MCP servers that connect AI to your data. Master resources, tools, and prompts with the open standard revolutionizing AI integration.",mcp-server-architecture-workshop.mdx
mcp-server-integration-guide,MCP Server Integration: Connect ACOS to Everything,2026-01-27,published_tree,Frank,AI Architecture,true,frank-or-human,Frank,2026-06-26 13:39:11 +0200,"feat(arena-hub): elevate Model Arena 3D WebGL, Task Routing Playground, and LLM Hub",/images/blog/mcp-server-integration-guide-hero-v8.jpg,raster_other,True,/images/blog/generated/mcp-server-integration-guide-premium-hero.png,,"Built-in image_gen premium FrankX hero: MCP Server Integration: Connect ACOS to Everything. Production integration rail with strong directional composition. Dark-first obsidian cinematic technical editorial; emerald/cyan spectrum with restrained amber; no readable text, no letters, no logos, no people, no robots, no watermark, no generic AI brain, no stock-photo laptop composition.",accepted,not_recorded,1651,0,0,3,5,5,audit_content_accuracy,"Master the Model Context Protocol. Learn how ACOS connects to browsers, databases, APIs, and external tools through 7 MCP servers. Build your own integrations.",mcp-server-integration-guide.mdx
multi-agent-orchestration-patterns-2026,Multi-Agent Orchestration Patterns: Building Production Systems in 2026,2026-01-26,published_tree,Frank,AI & Systems,true,frank-or-human,Frank,2026-06-26 13:39:11 +0200,"feat(arena-hub): elevate Model Arena 3D WebGL, Task Routing Playground, and LLM Hub",/images/blog/multi-agent-orchestration-patterns-2026-hero-v11.jpg,premium_raster,True,/images/blog/generated/multi-agent-orchestration-patterns-2026-premium-hero.png,/images/blog/visual-system/infographics/multi-agent-orchestration-patterns-2026-map.svg,"Built-in image_gen premium FrankX hero: multi-agent orchestration as six glass execution pods around a central coordinator, visible handoff streams, routing and validation symbols, dark premium 3D render, emerald/cyan light, restrained amber, no readable text, no logos, no people.",accepted-premium-bitmap,not_recorded,1615,0,0,7,5,5,audit_content_accuracy,"Beyond simple agent comparisons. Deep dive into orchestration patterns, handoff strategies, state management, and observability for production multi-agent systems.",multi-agent-orchestration-patterns-2026.mdx
my-100-month-ai-stack-every-tool-i-actually-use,My $100/Month AI Stack: Every Tool I Actually Use,2026-03-21,published_tree,FrankX,Creator Systems,true,frank-or-human,Frank,2026-06-27 13:43:50 +0200,Humanize FrankX brand experience (#205),/images/blog/my-100-month-ai-stack-hero.webp,raster_other,True,/images/blog/generated/my-100-month-ai-stack-every-tool-i-actually-use-premium-hero.png,,"Built-in image_gen premium FrankX hero. Dark-first cinematic editorial; one spectrum per post; no readable text, no random letters, no logos, no brand marks, no people, no stock laptops, no robots, no AI brain, no watermark, no purple/pink gradient. Accepted: pro-tool case makes the stack tangible without stock subscriptions screenshots.",accepted,not_recorded,1690,0,0,4,5,5,audit_content_accuracy,"The exact AI tools, subscriptions, and infrastructure I run to ship music, code, content, and products — with monthly costs broken down.",my-100-month-ai-stack-every-tool-i-actually-use.mdx
no-bad-parts-sovereign-ai,No Bad Parts: What Richard Schwartz Teaches Us About Building Sovereign AI,2026-05-03,published_tree,Frank,AI Architecture,true,frank-or-human,Frank,2026-06-26 13:39:11 +0200,"feat(arena-hub): elevate Model Arena 3D WebGL, Task Routing Playground, and LLM Hub",/images/blog/no-bad-parts-sovereign-ai-hero.jpg,raster_other,True,/images/blog/generated/no-bad-parts-sovereign-ai-premium-hero.png,,"Built-in image_gen premium FrankX hero. Dark-first cinematic editorial; one spectrum per post; no readable text, no random letters, no logos, no brand marks, no people, no stock laptops, no robots, no AI brain, no watermark, no purple/pink gradient. Accepted: inner-council composition fits the IFS/sovereignty article and breaks the tech-table pattern.",accepted,not_recorded,2064,1,1,10,5,5,audit_content_accuracy,"Most AI agents are built around one voice, one objective, one persona. Human intelligence is not single-agent — and the next generation of agentic systems will not be either. The architectural lesson ",no-bad-parts-sovereign-ai.mdx
predictive-mind-reality-models,"The Predictive Mind: Why You Don't See Reality, You See Your Model",2026-05-03,published_tree,Frank,Consciousness & Mind,true,frank-or-human,Frank,2026-06-26 13:39:11 +0200,"feat(arena-hub): elevate Model Arena 3D WebGL, Task Routing Playground, and LLM Hub",/images/blog/predictive-mind-reality-models-hero.jpg,raster_other,True,/images/blog/generated/predictive-mind-reality-models-premium-hero.png,,"Built-in image_gen premium FrankX hero. Dark-first cinematic editorial; one spectrum per post; no readable text, no random letters, no logos, no brand marks, no people, no stock laptops, no robots, no AI brain, no watermark, no purple/pink gradient. Accepted: perception lens and rendered landscape are topic-specific and cinematic.",accepted,not_recorded,1776,0,0,11,5,5,audit_content_accuracy,"Predictive processing and active inference — Friston, Clark, Seth, Barrett — give a single framework for perception, emotion, trauma, belief, and AI. Why parts hold predictive models, and why transfor",predictive-mind-reality-models.mdx
production-agent-patterns-7-pillars,The 7 Pillars of Production Agent Systems: What Actually Matters in 2026,,published_tree,Frank,AI Architecture,true,frank-or-human,Frank,2026-06-26 13:39:11 +0200,"feat(arena-hub): elevate Model Arena 3D WebGL, Task Routing Playground, and LLM Hub",/images/blog/production-agent-patterns-7-pillars-hero.png,raster_other,True,/images/blog/generated/production-agent-patterns-7-pillars-premium-hero.png,/images/blog/visual-system/infographics/production-agent-patterns-7-pillars-map.svg,"Built-in image_gen premium FrankX hero: seven glass pillars for production agent systems across reliability, evals, memory, tools, governance, observability, and cost control; dark obsidian architecture table, emerald/cyan signal lines, restrained amber, no text or logos.",accepted-premium-bitmap,not_recorded,1543,0,0,3,5,5,audit_content_accuracy,"2026 marks the shift from AI demos to production deployments. Here's the architectural framework that emerged from analyzing AWS, Azure, Google Cloud, OpenAI, Anthropic, and Oracle's approaches to pro",production-agent-patterns-7-pillars.mdx
production-agentic-ai-systems,Enterprise Agentic Architecture: Decision Framework for Production,2026-01-21,published_tree,Frank,Intelligence Dispatches,true,frank-or-human,Frank,2026-07-01 13:10:12 +0200,feat(email): canonicalize all contact addresses to frank@frankx.ai + /contact rewrite (#194),/images/blog/production-agentic-ai-systems-hero-v2.png,raster_other,True,/images/blog/generated/production-agentic-ai-systems-premium-hero.png,/images/blog/visual-system/infographics/production-agentic-ai-systems-map.svg,"Built-in image_gen premium FrankX hero: production agentic AI architecture as a transparent modular control room, governance shields, observability panels, runtime layers, dark obsidian surface, emerald/cyan systems glow, restrained amber safety signals, no text, no logos, no people, no stock AI look.",accepted-premium-bitmap,not_recorded,1432,5,5,11,6,5,audit_content_accuracy,Most agentic AI projects stall at demo because teams optimize for the wrong things. This architectural decision framework separates shipped products from abandoned experiments.,production-agentic-ai-systems.mdx
six-primitives-ai-agent,The six primitives of an AI agent,2026-04-24,published_tree,Frank,AI Architecture,true,frank-or-human,Frank,2026-06-25 15:10:19 +0200,feat(blog): sync batch 22 premium heroes and resolve metadata type-safety,/images/blog/six-primitives-ai-agent-hero.png,raster_other,True,/images/blog/generated/six-primitives-ai-agent-premium-hero.png,,"Built-in image_gen premium FrankX hero: The six primitives of an AI agent. Clean six-module primitive architecture with excellent crop discipline. Dark-first obsidian cinematic technical editorial; emerald/cyan spectrum with restrained amber; no readable text, no letters, no logos, no people, no robots, no watermark, no generic AI brain, no stock-photo laptop composition.",accepted,not_recorded,2106,0,0,8,6,5,audit_content_accuracy,"Every AI agent is made of six primitives — model, tool, memory, loop, spec, and deploy. Learn them once and every new framework becomes a 30-minute exercise, not a month-long investment.",six-primitives-ai-agent.mdx
starlight-intelligence-system-how-ai-agents-learn,How I Built a Learning System for AI Agents,2026-02-27,published_tree,FrankX,Intelligence Dispatches,true,frank-or-human,Frank,2026-06-26 13:39:11 +0200,"feat(arena-hub): elevate Model Arena 3D WebGL, Task Routing Playground, and LLM Hub",/images/blog/starlight-intelligence-system-how-ai-agents-learn-hero.jpg,raster_other,True,/images/blog/generated/starlight-intelligence-system-how-ai-agents-learn-premium-hero.png,,"Built-in image_gen premium FrankX hero. Dark-first cinematic editorial; one spectrum per post; no readable text, no random letters, no logos, no brand marks, no people, no stock laptops, no robots, no AI brain, no watermark, no purple/pink gradient. Accepted: learning-loop architecture is readable and clean for social crops.",accepted,not_recorded,2366,0,0,0,4,5,audit_content_accuracy,Inside the Starlight Intelligence System — a federated behavioral engine that turns raw session data into concrete instructions AI agents actually follow.,starlight-intelligence-system-how-ai-agents-learn.mdx
suno-ai-12000-songs-production-lessons,"Suno AI After 12,000 Songs: What I Actually Learned",2026-03-21,published_tree,FrankX,Creator Systems,true,frank-or-human,Frank,2026-06-26 13:39:11 +0200,"feat(arena-hub): elevate Model Arena 3D WebGL, Task Routing Playground, and LLM Hub",/images/blog/suno-music-workflow-hero.png,raster_other,True,/images/blog/generated/suno-ai-12000-songs-production-lessons-premium-hero.png,,"Built-in image_gen premium FrankX hero. Dark-first cinematic editorial; one spectrum per post; no readable text, no random letters, no logos, no brand marks, no people, no stock laptops, no robots, no AI brain, no watermark, no purple/pink gradient. Accepted: audio archive and waveform system are precise to the Suno production workflow.",accepted,not_recorded,2112,0,0,5,5,5,audit_content_accuracy,"Production lessons from creating 12K+ AI tracks — prompt patterns that work, genres that stick, and the workflow behind a real music catalog.",suno-ai-12000-songs-production-lessons.mdx
terminal-first-ai-workflow-claude-code,"Terminal-First AI Development: Drop VS Code Tabs, Keep Your Laptop Alive",2026-03-01,published_tree,Frank,AI Architecture,true,frank-or-human,Frank,2026-06-26 13:39:11 +0200,"feat(arena-hub): elevate Model Arena 3D WebGL, Task Routing Playground, and LLM Hub",/images/blog/terminal-first-ai-workflow-hero.png,raster_other,True,/images/blog/generated/terminal-first-ai-workflow-claude-code-premium-hero.png,,"Built-in image_gen premium FrankX hero: Terminal-First AI Development: Drop VS Code Tabs, Keep Your Laptop Alive. Regenerated version selected to avoid code-text artifacts. Dark-first obsidian cinematic technical editorial; emerald/cyan spectrum with restrained amber; no readable text, no letters, no logos, no people, no robots, no watermark, no generic AI brain, no stock-photo laptop composition. Second-pass art direction selected: Second-pass replacement: removed terminal-text risk and made the workflow a tactile command console.",accepted,not_recorded,1872,0,0,2,4,5,audit_content_accuracy,How to run Claude Code without 5 VS Code tabs killing your machine. glow + tmux + GitHub browser replaces the whole GUI stack.,terminal-first-ai-workflow-claude-code.mdx
ultimate-ai-coding-agent-setup-acos-claude-code-mcp,How I Configured Claude Code with ACOS and 21 MCP Servers,2026-03-21,published_tree,FrankX,Creator Systems,true,frank-or-human,Frank,2026-06-26 13:39:11 +0200,"feat(arena-hub): elevate Model Arena 3D WebGL, Task Routing Playground, and LLM Hub",/images/blog/build-your-own-jarvis-hero.png,raster_other,True,/images/blog/generated/ultimate-ai-coding-agent-setup-acos-claude-code-mcp-premium-hero.png,,"Built-in image_gen premium FrankX hero: How I Configured Claude Code with ACOS and 21 MCP Servers. Regenerated version selected to remove brain-like motif; flagship stack guide. Dark-first obsidian cinematic technical editorial; emerald/cyan spectrum with restrained amber; no readable text, no letters, no logos, no people, no robots, no watermark, no generic AI brain, no stock-photo laptop composition.",accepted,not_recorded,1100,0,0,6,5,5,audit_content_accuracy,"Step-by-step guide to building a production-grade AI coding environment with ACOS, Claude Code, MCP servers, and custom agent workflows. From zero to shipping.",ultimate-ai-coding-agent-setup-acos-claude-code-mcp.mdx
ultimate-guide-ai-coding-agents-2026,"The Ultimate Guide to AI Coding Agents in 2026: Claude Code, OpenCode, Cline, and Beyond",2026-01-16,published_tree,Frank,Creator Systems,true,frank-or-human,Frank,2026-06-26 13:39:11 +0200,"feat(arena-hub): elevate Model Arena 3D WebGL, Task Routing Playground, and LLM Hub",/images/blog/ultimate-guide-ai-coding-agents-2026.png,raster_other,True,/images/blog/generated/ultimate-guide-ai-coding-agents-2026-premium-hero.png,/images/blog/visual-system/infographics/ultimate-guide-ai-coding-agents-2026-map.svg,"Built-in image_gen premium FrankX hero: AI coding agent command center with branching workflow modules, code/debug/review/deploy symbols as abstract icons only, dark glass console, emerald/cyan signal paths, restrained amber highlights, no readable text, no logos, no people, no robots, no watermark.",accepted-premium-bitmap,not_recorded,1487,0,0,8,5,5,audit_content_accuracy,"Master AI-powered development with the complete guide to coding agents. Learn to set up Claude Code, OpenCode, Cline, Roo Code, and build your evolution from basic prompts to multi-agent orchestration",ultimate-guide-ai-coding-agents-2026.mdx
vercel-ai-sdk-first-agent-stack,Why Vercel AI SDK is the right first-agent stack in 2026,2026-04-24,published_tree,Frank,AI Architecture,true,frank-or-human,Frank,2026-06-27 13:43:50 +0200,Humanize FrankX brand experience (#205),/images/blog/vercel-ai-sdk-first-agent-hero.png,raster_other,True,/images/blog/generated/vercel-ai-sdk-first-agent-stack-premium-hero.png,,"Built-in image_gen premium FrankX hero: Why Vercel AI SDK is the right first-agent stack in 2026. Strong agent stack cockpit; minor UI-like details kept abstract enough for hero use. Dark-first obsidian cinematic technical editorial; emerald/cyan spectrum with restrained amber; no readable text, no letters, no logos, no people, no robots, no watermark, no generic AI brain, no stock-photo laptop composition. Second-pass art direction selected: Second-pass replacement: simplified from dashboard collage into restrained product-architecture deployment runway.",accepted,not_recorded,2118,0,0,10,6,5,audit_content_accuracy,"A straight comparison of Vercel AI SDK, Claude Agent SDK, OpenAI Agents SDK, Google ADK, and no-code options. The central path for your first agent — and why it isn't a Vercel ad.",vercel-ai-sdk-first-agent-stack.mdx
what-is-a-gencreator,What Is a GenCreator? The New Breed of AI-Native Creator,2026-03-10,published_tree,FrankX,Creator Systems,true,frank-or-human,Frank,2026-06-26 13:39:11 +0200,"feat(arena-hub): elevate Model Arena 3D WebGL, Task Routing Playground, and LLM Hub",/images/blog/what-is-a-gencreator-hero.webp,raster_other,True,/images/blog/generated/what-is-a-gencreator-premium-hero.png,,"Built-in image_gen premium FrankX hero. Dark-first cinematic editorial; one spectrum per post; no readable text, no random letters, no logos, no brand marks, no people, no stock laptops, no robots, no AI brain, no watermark, no purple/pink gradient. Accepted: generative media forge with a clear play/production motif; no fake text risk.",accepted,not_recorded,976,0,0,9,5,5,audit_content_accuracy,"GenCreators use AI as a creative force multiplier. 12 principles, soul.md, daily shipping — the complete framework for the AI-native creator.",what-is-a-gencreator.mdx
why-everyone-needs-personal-ai-coe,Why Everyone Needs Their Own AI Center of Excellence,2026-03-21,published_tree,FrankX,Intelligence Dispatches,true,frank-or-human,Frank,2026-06-27 13:43:50 +0200,Humanize FrankX brand experience (#205),/images/blog/why-everyone-needs-personal-ai-coe-hero.webp,raster_other,True,/images/blog/generated/why-everyone-needs-personal-ai-coe-premium-hero.png,,"Built-in image_gen premium FrankX hero. Dark-first cinematic editorial; one spectrum per post; no readable text, no random letters, no logos, no brand marks, no people, no stock laptops, no robots, no AI brain, no watermark, no purple/pink gradient. Accepted: personal governance and workflow vault reads clearly and feels senior.",accepted,not_recorded,1574,0,0,5,5,5,audit_content_accuracy,"The same frameworks enterprises pay millions to build — strategy, governance, talent, technology — translate directly to personal AI adoption. Here is how to build yours in 4 weeks.",why-everyone-needs-personal-ai-coe.mdx
aeo-playbook-get-cited-by-ai-2026,How to Get Cited by ChatGPT and Perplexity: The AEO Playbook for 2026,2026-06-07,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-06-27 13:43:50 +0200,Humanize FrankX brand experience (#205),/images/blog/aeo-playbook-get-cited-by-ai-2026-hero-v8.jpg,raster_other,True,/images/blog/visual-system/aeo-playbook-get-cited-by-ai-2026-hero.svg,,"FrankX editorial visual for ""How to Get Cited by ChatGPT and Perplexity: The AEO Playbook for 2026"" using dark-first architecture, emerald/cyan spectrum, exact readable title, no stock people, no generic AI shapes.",accepted,not_recorded,2450,0,0,3,6,0,audit_content_accuracy,"Answer Engine Optimization is how you become the source AI quotes. The on-page and off-page playbook to get cited by ChatGPT, Perplexity, and Gemini — with a checklist and the tools that track it.",aeo-playbook-get-cited-by-ai-2026.mdx
agent-family-architecture,Agent Family Architecture vs Agent Swarms,2026-05-03,published_tree,Frank,AI Architecture,false,frank-or-human,Frank,2026-06-25 15:10:19 +0200,feat(blog): sync batch 22 premium heroes and resolve metadata type-safety,/images/blog/agent-family-architecture-hero-v8.jpg,raster_other,True,/images/blog/visual-system/agent-family-architecture-hero.svg,/images/blog/visual-system/infographics/agent-family-architecture-map.svg,"FrankX editorial visual for ""Agent Family Architecture vs Agent Swarms"" using dark-first architecture, emerald/cyan spectrum, exact readable title, no stock people, no generic AI shapes.",accepted,not_recorded,1245,1,1,14,5,0,audit_content_accuracy,More agents is not more intelligence. The architectural choice between swarm (more workers) and family (governed roles) determines whether your agent stack scales coherently or fragments under load.,agent-family-architecture.mdx
agentic-workflows-save-hours,5 Agentic Workflows That Save Creators 10+ Hours Per Week,2026-01-22,published_tree,Frank,Creator Systems,false,frank-or-human,Frank,2026-06-25 15:10:19 +0200,feat(blog): sync batch 22 premium heroes and resolve metadata type-safety,/images/blog/agentic-workflows-save-hours-hero.png,raster_other,True,/images/blog/visual-system/agentic-workflows-save-hours-hero.svg,,"FrankX editorial visual for ""5 Agentic Workflows That Save Creators 10+ Hours Per Week"" using dark-first architecture, emerald/cyan spectrum, exact readable title, no stock people, no generic AI shapes.",accepted,not_recorded,1764,0,0,3,5,0,audit_content_accuracy,"Production workflows I use daily: blog publishing, ops reports, client onboarding, content repurposing, code review. Copy these patterns and automate the grind.",agentic-workflows-save-hours.mdx
ai-agents-transform-due-diligence,How AI Agents Are Transforming Due Diligence in 2026,2026-02-14,published_tree,Frank,Intelligence Dispatches,false,frank-or-human,Frank,2026-06-25 15:10:19 +0200,feat(blog): sync batch 22 premium heroes and resolve metadata type-safety,/images/blog/generated/ai-agents-transform-due-diligence-premium-hero.png,raster_other,True,/images/blog/generated/ai-agents-transform-due-diligence-premium-hero.png,/images/blog/visual-system/infographics/ai-agents-transform-due-diligence-map.svg,"Built-in image_gen premium FrankX hero: investor intelligence war-room table with data rooms, filings, market signals, ledgers, risk flags, and agent analysis nodes converging into an evidence graph; dark institutional feel, no text or logos.",accepted-premium-bitmap,not_recorded,1027,0,0,2,4,0,audit_content_accuracy,"AI reduces DD review time by 70%. Here's exactly how multi-agent systems handle document analysis, risk scoring, and competitive mapping for institutional investors.",ai-agents-transform-due-diligence.mdx
ai-image-video-generation-playbook-2026,"The 2026 AI Image & Video Playbook: Which Model, Which Subscription, Zero Extra API Cost",2026-06-06,published_tree,Frank,AI Architecture,,frank-or-human,Frank,2026-06-27 13:43:50 +0200,Humanize FrankX brand experience (#205),/images/blog/ai-image-video-generation-playbook-2026-hero.png,raster_other,True,/images/blog/generated/ai-image-video-generation-playbook-2026-premium-hero.png,/images/blog/visual-system/infographics/ai-image-video-generation-playbook-2026-map.svg,"Built-in image_gen premium FrankX hero: sophisticated creative generation studio console with image frames, video timelines, camera volumes, and model pipelines converging into a cinematic output wall; emerald/cyan, restrained amber, no text or logos.",accepted-premium-bitmap,not_recorded,699,0,0,1,4,0,audit_content_accuracy,"Most creators pay twice for AI images — once for the subscription, again for the API. Here's the decision table: which engine to use, which plan already includes it, and the rare times paying per-call",ai-image-video-generation-playbook-2026.mdx
best-ai-browser-2026,Best AI Browser 2026: ChatGPT Atlas vs Perplexity Comet vs Dia,2026-06-07,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-06-27 13:43:50 +0200,Humanize FrankX brand experience (#205),/images/blog/editorial/headers/best-ai-browser-2026-hero.webp,raster_other,True,/images/blog/visual-system/best-ai-browser-2026-hero.svg,,"FrankX editorial visual for ""Best AI Browser 2026: ChatGPT Atlas vs Perplexity Comet vs Dia"" using dark-first architecture, emerald/cyan spectrum, exact readable title, no stock people, no generic AI shapes.",accepted,not_recorded,2387,0,0,5,6,0,audit_content_accuracy,"A current, honest comparison of the 2026 AI browsers — ChatGPT Atlas, Perplexity Comet (free since March), and Dia — on agentic browsing, assistant quality, privacy, price, and platform. Plus where Ge",best-ai-browser-2026.mdx
best-ai-coding-tools-for-beginners-2026,Best AI Coding Tool for Beginners 2026: Cursor vs GitHub Copilot vs Replit Agent,2026-06-07,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-06-27 13:43:50 +0200,Humanize FrankX brand experience (#205),/images/blog/editorial/headers/best-ai-coding-tools-for-beginners-2026-hero.webp,raster_other,True,/images/blog/visual-system/best-ai-coding-tools-for-beginners-2026-hero.svg,,"FrankX editorial visual for ""Best AI Coding Tool for Beginners 2026: Cursor vs GitHub Copilot vs Replit Agent"" using dark-first architecture, emerald/cyan spectrum, exact readable title, no stock people, no generic AI shapes.",accepted,not_recorded,2033,0,0,4,6,0,audit_content_accuracy,"An honest comparison of Cursor, GitHub Copilot, and Replit Agent for people learning to code or shipping their first app — learning curve, free tiers, real prices, and which one a non-coder can actual",best-ai-coding-tools-for-beginners-2026.mdx
best-ai-headshot-generator-2026,Best AI Headshot Generator 2026: Aragon vs HeadshotPro vs The Photo AI (Tested),2026-06-07,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-06-27 13:43:50 +0200,Humanize FrankX brand experience (#205),/images/blog/editorial/headers/best-ai-headshot-generator-2026-hero.webp,raster_other,True,/images/blog/visual-system/best-ai-headshot-generator-2026-hero.svg,,"FrankX editorial visual for ""Best AI Headshot Generator 2026: Aragon vs HeadshotPro vs The Photo AI (Tested)"" using dark-first architecture, emerald/cyan spectrum, exact readable title, no stock people, no generic AI shapes.",accepted,not_recorded,1798,0,0,3,6,0,audit_content_accuracy,"I tested Aragon AI, HeadshotPro, BetterPic, Photo AI, and the DIY route on realism, price, turnaround, and privacy. Here's the honest pick for LinkedIn, teams, and dating.",best-ai-headshot-generator-2026.mdx
best-ai-logo-maker-2026,Best AI Logo Maker 2026: Looka vs Canva vs Ideogram vs Recraft,2026-06-07,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-06-27 13:43:50 +0200,Humanize FrankX brand experience (#205),/images/blog/editorial/headers/best-ai-logo-maker-2026-hero.webp,raster_other,True,/images/blog/visual-system/best-ai-logo-maker-2026-hero.svg,,"FrankX editorial visual for ""Best AI Logo Maker 2026: Looka vs Canva vs Ideogram vs Recraft"" using dark-first architecture, emerald/cyan spectrum, exact readable title, no stock people, no generic AI shapes.",accepted,not_recorded,2276,0,0,4,6,0,audit_content_accuracy,"A results-first comparison of the best AI logo makers in 2026 — Looka, Canva, Ideogram, and Recraft — judged on vector export, brand kit, licensing, and price. Recraft wins for the file you actually o",best-ai-logo-maker-2026.mdx
best-ai-tools-for-creators-2026,The Best AI Tools for Creators in 2026: A GenCreator's Production Stack,2026-03-10,published_tree,FrankX,Creator Tools,false,frank-or-human,Frank,2026-06-25 15:10:19 +0200,feat(blog): sync batch 22 premium heroes and resolve metadata type-safety,/images/blog/best-ai-tools-for-creators-2026-hero.webp,raster_other,True,/images/blog/visual-system/best-ai-tools-for-creators-2026-hero.svg,/images/blog/visual-system/infographics/best-ai-tools-for-creators-2026-map.svg,"FrankX editorial visual for ""The Best AI Tools for Creators in 2026: A GenCreator's Production Stack"" using dark-first architecture, emerald/cyan spectrum, exact readable title, no stock people, no generic AI shapes.",accepted,not_recorded,1167,0,0,3,5,0,audit_content_accuracy,The complete AI creator toolkit — from Claude Code for development to Suno for music. Every tool battle-tested in daily production use.,best-ai-tools-for-creators-2026.mdx
best-no-code-ai-agent-builders-2026,Best No-Code AI Agent Builders 2026: n8n vs Lindy vs Relay vs Make,2026-06-06,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-06-27 13:43:50 +0200,Humanize FrankX brand experience (#205),/images/blog/generated/best-no-code-ai-agent-builders-2026-premium-hero.png,raster_other,True,/images/blog/generated/best-no-code-ai-agent-builders-2026-premium-hero.png,,"Built-in image_gen premium FrankX hero: no-code agent builder workbench with modular workflow blocks, triggers, approvals, tools, and governed connectors; dark SaaS product visual language, emerald/cyan lines, restrained amber gates, no text or logos.",accepted-premium-bitmap,not_recorded,2004,0,0,4,6,0,audit_content_accuracy,"A hands-on comparison of the top no-code AI agent builders in 2026 — n8n, Lindy, Relay.app, Make, Zapier, Gumloop — judged on ease, power, self-hosting, MCP support, and price.",best-no-code-ai-agent-builders-2026.mdx
building-custom-skills-acos,Building Custom Skills for ACOS: The Complete Developer Guide,2026-01-27,published_tree,Frank,Tutorials,false,frank-or-human,Frank,2026-06-26 13:39:11 +0200,"feat(arena-hub): elevate Model Arena 3D WebGL, Task Routing Playground, and LLM Hub",/images/blog/building-custom-skills-acos-hero-v11.jpg,premium_raster,True,/images/blog/visual-system/building-custom-skills-acos-hero.svg,/images/blog/visual-system/infographics/building-custom-skills-acos-map.svg,"FrankX editorial visual for ""Building Custom Skills for ACOS: The Complete Developer Guide"" using dark-first architecture, emerald/cyan spectrum, exact readable title, no stock people, no generic AI shapes.",accepted,not_recorded,1672,0,0,3,5,0,audit_content_accuracy,"Create your own ACOS skills with auto-activation, progressive disclosure, and real examples. From skill anatomy to publishing—the full tutorial.",building-custom-skills-acos.mdx
